OpportunityID,EmailDate,EmailType,Response,ResponseTime,Opened,Clicked,Replied
8,2025-02-07,Proposal,No Response,137.0,True,False,True
8,2025-03-27,Proposal,No Response,85.0,True,False,False
8,2024-11-11,Proposal,Opened,,False,True,True
8,2024-12-23,Outreach,Opened,,True,False,True
8,2025-04-01,Outreach,Opened,95.0,False,False,True
8,2024-12-02,Documentation,Clicked,60.0,False,False,True
8,2025-01-04,Proposal,Opened,,False,True,True
8,2025-04-30,Proposal,Replied,52.0,True,True,True
8,2025-03-29,Documentation,Replied,113.0,True,True,False
8,2024-11-11,Follow-up,Opened,52.0,True,True,True
8,2025-03-25,Pricing,Clicked,129.0,True,False,False
8,2025-01-12,Follow-up,Clicked,108.0,True,True,False
8,2025-01-06,Pricing,No Response,69.0,False,True,False
8,2025-02-03,Documentation,Clicked,,False,False,False
8,2024-12-03,Documentation,Opened,,False,True,False
9,2024-10-03,Contract,Clicked,,False,False,False
9,2024-09-08,Proposal,No Response,,True,False,True
9,2024-11-14,Documentation,Clicked,48.0,True,True,False
9,2024-09-17,Documentation,No Response,,False,False,False
9,2024-08-01,Contract,Opened,,True,True,False
9,2024-10-06,Follow-up,Clicked,,False,False,False
9,2024-10-24,Contract,Replied,166.0,False,False,True
9,2024-07-16,Documentation,Opened,,True,True,False
9,2024-10-16,Documentation,Clicked,,True,True,True
10,2024-11-09,Contract,No Response,,True,True,False
10,2024-11-28,Documentation,Replied,,False,False,False
10,2025-04-21,Outreach,Opened,,True,False,True
10,2025-01-26,Contract,Replied,43.0,False,True,True
10,2024-11-03,Contract,No Response,,False,False,True
10,2024-12-01,Proposal,Clicked,50.0,False,True,True
10,2025-02-09,Pricing,Clicked,51.0,True,True,True
10,2024-12-22,Documentation,No Response,162.0,True,True,False
11,2025-03-26,Outreach,Replied,87.0,True,True,False
11,2025-04-23,Contract,Opened,15.0,False,True,True
11,2025-01-13,Follow-up,Opened,,False,False,False
11,2025-03-16,Pricing,No Response,,False,False,False
11,2025-02-19,Proposal,No Response,,True,False,False
11,2025-01-14,Outreach,No Response,,True,True,True
11,2025-05-04,Proposal,Clicked,,False,False,False
12,2024-08-05,Contract,Replied,162.0,False,True,False
12,2025-01-25,Documentation,Clicked,,False,True,False
12,2024-11-22,Documentation,Opened,,False,True,True
12,2024-12-16,Pricing,Opened,127.0,True,False,False
12,2024-09-17,Documentation,Opened,,True,True,True
12,2024-09-17,Contract,Opened,111.0,True,True,False
12,2024-11-11,Proposal,Clicked,,False,True,True
12,2024-12-19,Contract,No Response,85.0,True,True,False
12,2024-11-09,Contract,No Response,,True,True,False
12,2024-09-03,Proposal,Opened,22.0,False,True,True
12,2024-12-29,Proposal,Clicked,,False,True,False
13,2025-02-25,Pricing,Clicked,,False,False,False
13,2025-03-19,Follow-up,Clicked,101.0,True,False,False
13,2024-11-03,Proposal,Clicked,,False,True,False
13,2024-11-03,Contract,Opened,,False,True,False
13,2025-03-26,Pricing,No Response,126.0,False,False,True
13,2024-12-21,Follow-up,Clicked,13.0,True,False,False
14,2025-05-20,Follow-up,Opened,,False,False,False
14,2025-03-02,Documentation,No Response,135.0,False,False,True
14,2025-05-31,Pricing,No Response,33.0,False,True,False
14,2025-03-30,Contract,Clicked,113.0,False,False,True
14,2025-01-25,Follow-up,Clicked,92.0,True,True,False
14,2025-03-22,Contract,Clicked,24.0,False,False,True
14,2024-12-16,Outreach,Replied,,True,False,True
14,2024-12-11,Outreach,Clicked,,False,False,True
14,2025-05-19,Contract,No Response,118.0,False,False,False
14,2025-03-07,Outreach,Opened,21.0,True,False,True
14,2024-12-08,Pricing,No Response,,True,True,False
14,2025-04-05,Contract,No Response,,True,True,False
14,2024-12-19,Contract,Clicked,,True,False,False
14,2024-12-19,Pricing,Opened,168.0,True,True,True
15,2024-10-01,Documentation,Replied,10.0,True,True,True
15,2024-06-03,Pricing,Replied,21.0,True,False,False
15,2024-09-28,Follow-up,No Response,63.0,False,True,False
15,2024-10-27,Pricing,No Response,147.0,False,False,False
15,2024-10-14,Pricing,Clicked,11.0,True,True,True
16,2025-04-19,Follow-up,Clicked,151.0,False,False,True
16,2025-08-07,Pricing,No Response,140.0,False,False,False
16,2025-07-18,Follow-up,No Response,,True,False,False
16,2025-07-29,Follow-up,Clicked,161.0,False,True,False
16,2025-06-26,Contract,Clicked,,True,False,False
16,2025-05-10,Outreach,Clicked,69.0,True,True,False
16,2025-02-18,Proposal,Opened,,False,False,True
16,2025-03-31,Proposal,Opened,96.0,True,False,True
16,2025-03-05,Follow-up,Replied,,True,False,False
17,2024-12-03,Outreach,Opened,81.0,False,True,False
17,2025-01-06,Contract,No Response,,True,False,True
17,2024-12-23,Pricing,Clicked,36.0,False,False,True
17,2025-01-02,Contract,Replied,155.0,False,False,True
17,2024-10-21,Proposal,No Response,,False,False,True
17,2024-09-17,Contract,Opened,,False,False,True
17,2024-12-10,Outreach,Opened,23.0,True,True,True
17,2025-01-07,Proposal,No Response,108.0,True,False,False
17,2024-11-09,Contract,Opened,,True,True,True
17,2024-12-30,Documentation,Replied,135.0,True,False,True
17,2024-12-20,Pricing,Clicked,19.0,False,True,False
17,2024-07-14,Documentation,No Response,,True,False,True
17,2024-09-25,Contract,Clicked,74.0,False,False,False
18,2024-07-28,Outreach,No Response,78.0,True,False,False
18,2024-06-18,Proposal,Opened,,False,False,False
18,2024-07-01,Outreach,Replied,102.0,False,True,True
18,2024-09-22,Documentation,Clicked,135.0,True,False,True
18,2024-10-06,Outreach,Clicked,,True,False,False
18,2024-09-07,Proposal,Replied,,True,False,True
18,2024-09-24,Contract,No Response,35.0,False,False,True
18,2024-09-03,Contract,Clicked,48.0,False,True,True
18,2024-09-13,Documentation,Replied,41.0,True,False,False
18,2024-07-04,Documentation,No Response,,True,False,False
18,2024-10-10,Contract,No Response,28.0,True,True,True
18,2024-07-13,Proposal,Opened,13.0,False,False,True
18,2024-09-23,Documentation,Replied,,False,True,False
19,2025-05-10,Follow-up,Clicked,71.0,True,False,True
19,2025-05-22,Documentation,Clicked,,True,True,True
19,2025-05-03,Contract,Clicked,30.0,True,False,True
19,2025-02-11,Follow-up,Clicked,,True,True,True
19,2024-12-16,Documentation,No Response,,True,True,False
19,2025-03-22,Documentation,Opened,,True,False,True
19,2025-02-09,Proposal,Replied,,False,True,False
19,2024-12-15,Follow-up,Opened,13.0,False,True,False
19,2025-04-02,Proposal,Opened,,True,False,False
19,2025-03-06,Proposal,Replied,24.0,True,True,False
19,2025-03-05,Contract,Replied,,True,False,True
19,2025-05-01,Documentation,Opened,33.0,True,True,True
20,2025-06-13,Documentation,Opened,139.0,False,False,False
20,2025-02-04,Pricing,Clicked,32.0,True,False,False
20,2025-05-07,Proposal,Replied,,True,False,True
20,2025-04-17,Documentation,Opened,153.0,False,True,False
20,2024-12-26,Pricing,Opened,101.0,False,True,True
20,2025-04-06,Pricing,No Response,,False,False,True
20,2025-01-31,Outreach,Clicked,151.0,True,False,False
20,2025-03-02,Follow-up,Replied,,True,True,True
20,2024-12-26,Pricing,Clicked,,True,True,False
20,2025-01-18,Proposal,Opened,53.0,True,True,False
20,2025-05-25,Pricing,Replied,,True,False,True
21,2025-05-08,Proposal,Replied,160.0,True,False,True
21,2025-06-08,Proposal,Clicked,,True,True,False
21,2025-05-19,Proposal,Clicked,,True,False,False
21,2025-01-24,Pricing,No Response,114.0,True,False,False
21,2025-01-09,Documentation,Opened,,True,False,True
21,2025-01-17,Follow-up,No Response,165.0,False,True,False
21,2025-01-13,Follow-up,No Response,17.0,True,True,False
21,2025-02-03,Documentation,No Response,134.0,True,True,True
21,2025-03-09,Documentation,Opened,3.0,True,True,True
21,2024-12-24,Proposal,Clicked,2.0,True,False,True
21,2025-01-23,Follow-up,No Response,,True,False,False
21,2025-04-04,Follow-up,Clicked,139.0,False,True,True
21,2024-12-14,Outreach,Replied,130.0,False,True,True
21,2025-01-29,Outreach,Clicked,,False,True,False
21,2025-05-19,Proposal,Clicked,,True,False,True
21,2024-12-31,Follow-up,Opened,,False,True,False
21,2025-01-02,Proposal,Opened,154.0,True,True,False
21,2025-04-17,Proposal,Clicked,,True,False,False
22,2025-01-30,Proposal,No Response,,False,True,True
22,2025-02-11,Contract,Clicked,,True,False,False
22,2025-07-07,Documentation,Opened,147.0,False,False,True
22,2025-01-27,Proposal,Clicked,98.0,False,False,False
22,2025-04-22,Documentation,No Response,,True,True,False
22,2025-04-21,Pricing,No Response,,True,False,True
22,2025-06-01,Contract,No Response,22.0,True,False,True
22,2025-02-25,Outreach,Replied,,True,True,True
22,2025-04-03,Proposal,Clicked,,False,True,False
22,2025-03-07,Follow-up,Clicked,35.0,True,True,False
22,2025-07-10,Outreach,No Response,,True,True,True
22,2025-05-06,Pricing,Clicked,37.0,False,True,True
22,2025-03-07,Outreach,Opened,,True,True,False
22,2025-07-13,Follow-up,Replied,,False,False,False
22,2025-06-18,Contract,Opened,,True,True,True
22,2025-06-17,Outreach,Clicked,2.0,False,False,False
23,2025-02-13,Pricing,Replied,108.0,True,False,True
23,2025-01-31,Documentation,Clicked,102.0,True,True,False
23,2024-11-06,Contract,Opened,,False,False,False
23,2024-12-26,Follow-up,Opened,,False,True,False
23,2024-10-17,Outreach,Opened,,False,True,True
23,2024-12-01,Follow-up,Opened,54.0,True,False,True
23,2025-02-08,Follow-up,Opened,68.0,True,True,False
23,2024-10-01,Outreach,Replied,79.0,True,False,False
23,2024-12-30,Pricing,Clicked,,False,False,True
23,2025-03-18,Contract,Opened,,False,True,True
23,2024-09-26,Pricing,No Response,,True,False,True
23,2024-10-28,Contract,No Response,160.0,True,True,True
23,2025-03-13,Contract,Clicked,128.0,False,False,True
24,2025-02-15,Proposal,No Response,99.0,True,True,True
24,2025-01-11,Pricing,No Response,3.0,True,False,True
24,2025-04-09,Outreach,No Response,,True,False,True
24,2024-12-20,Proposal,Replied,,True,True,True
24,2025-06-02,Documentation,Replied,,False,False,True
24,2025-01-03,Pricing,No Response,93.0,False,False,False
24,2025-05-10,Contract,Clicked,,False,False,False
24,2024-12-24,Contract,No Response,,False,True,True
24,2025-06-10,Follow-up,Opened,26.0,False,False,True
24,2025-04-27,Documentation,Opened,99.0,False,True,False
24,2025-04-01,Documentation,No Response,21.0,True,True,False
24,2025-03-23,Follow-up,No Response,,True,False,False
24,2025-05-06,Documentation,Clicked,,True,False,False
24,2024-12-12,Pricing,Clicked,,True,True,False
24,2025-04-27,Outreach,No Response,92.0,False,False,True
25,2025-05-17,Outreach,No Response,,False,True,True
25,2025-04-29,Outreach,Replied,,True,False,False
25,2025-07-09,Pricing,Clicked,,True,True,True
25,2025-07-11,Proposal,Replied,50.0,False,False,False
25,2025-07-23,Pricing,Clicked,,False,False,True
25,2025-08-14,Pricing,Clicked,148.0,True,False,False
26,2024-12-24,Documentation,Clicked,,False,True,False
26,2025-01-22,Pricing,Opened,,True,False,True
26,2024-11-25,Follow-up,Clicked,,True,False,True
26,2025-02-13,Follow-up,Clicked,94.0,False,True,False
26,2025-02-02,Pricing,Opened,,False,False,False
27,2024-11-16,Pricing,No Response,,True,True,False
27,2024-12-05,Proposal,Clicked,138.0,False,False,False
27,2025-02-02,Contract,No Response,,True,True,True
27,2024-09-09,Contract,Opened,,True,False,True
27,2025-01-27,Documentation,Opened,,False,True,True
27,2024-12-12,Pricing,No Response,50.0,False,True,False
27,2024-12-14,Documentation,No Response,95.0,True,False,False
27,2025-02-02,Proposal,Replied,,True,True,False
27,2024-08-26,Outreach,Opened,95.0,False,False,True
27,2025-01-11,Documentation,Clicked,,True,False,True
27,2025-01-12,Documentation,Clicked,,True,False,False
27,2024-12-28,Follow-up,No Response,25.0,True,True,False
27,2025-01-25,Proposal,Clicked,,True,True,True
27,2024-08-24,Documentation,Opened,7.0,True,False,True
27,2025-02-24,Contract,Clicked,,False,True,True
27,2025-02-01,Follow-up,Replied,137.0,True,False,False
28,2025-04-11,Outreach,Clicked,163.0,True,True,False
28,2025-07-02,Outreach,Opened,72.0,False,True,True
28,2025-02-19,Documentation,Replied,100.0,True,False,True
28,2025-05-16,Outreach,No Response,53.0,False,False,False
28,2025-07-12,Documentation,Clicked,76.0,True,True,True
28,2025-03-02,Proposal,Replied,,True,True,False
29,2024-06-05,Pricing,Opened,132.0,True,True,False
29,2024-05-16,Follow-up,Opened,,True,True,True
29,2024-10-20,Contract,Clicked,,False,False,True
29,2024-05-10,Proposal,Replied,,False,False,False
29,2024-06-05,Proposal,Clicked,71.0,False,True,False
29,2024-05-29,Follow-up,No Response,,False,False,False
29,2024-07-07,Pricing,Opened,,False,True,False
29,2024-07-21,Contract,Opened,,True,True,False
30,2024-10-28,Pricing,Replied,,True,True,True
30,2024-11-04,Documentation,Clicked,,True,True,True
30,2025-01-29,Proposal,Replied,80.0,True,True,False
30,2025-02-06,Outreach,Replied,119.0,False,True,True
30,2024-11-20,Proposal,Clicked,26.0,False,True,False
30,2025-02-04,Documentation,Replied,,True,True,True
30,2024-12-18,Documentation,Opened,,False,True,True
30,2024-12-07,Follow-up,Replied,,True,True,False
30,2024-08-18,Contract,Opened,,False,True,False
30,2024-08-23,Pricing,Opened,,True,True,False
30,2024-09-07,Documentation,Replied,,False,False,False
30,2024-09-03,Pricing,Replied,,True,False,False
30,2025-02-08,Documentation,No Response,95.0,True,True,True
30,2024-08-26,Outreach,Clicked,82.0,False,True,True
30,2024-09-05,Follow-up,Replied,13.0,False,True,True
30,2024-08-26,Proposal,Opened,,False,False,False
30,2025-02-08,Follow-up,Clicked,,True,True,False
30,2024-09-20,Pricing,No Response,,True,True,False
31,2024-10-23,Proposal,No Response,23.0,False,False,True
31,2024-11-11,Pricing,Clicked,19.0,True,False,True
31,2024-10-06,Outreach,Clicked,,False,True,False
31,2024-09-08,Proposal,Clicked,,False,False,True
31,2024-12-20,Outreach,Clicked,93.0,False,False,True
31,2024-11-23,Follow-up,Opened,,False,True,False
31,2025-01-07,Contract,Opened,118.0,True,True,True
31,2024-08-17,Documentation,Clicked,,True,False,False
31,2024-11-11,Proposal,Opened,90.0,False,True,True
31,2024-11-22,Pricing,No Response,,True,False,False
31,2024-11-15,Outreach,Opened,,False,True,False
31,2024-09-30,Documentation,Clicked,,False,False,True
31,2025-02-03,Outreach,Clicked,56.0,True,True,True
31,2025-01-07,Proposal,Clicked,136.0,True,False,True
31,2025-01-18,Contract,No Response,,False,True,True
31,2025-02-16,Contract,Replied,,True,True,True
31,2024-11-09,Contract,Replied,,True,True,True
31,2024-12-19,Contract,No Response,,True,True,False
31,2025-02-03,Outreach,Clicked,85.0,False,True,True
31,2025-01-30,Documentation,No Response,,True,True,False
32,2025-01-02,Contract,Opened,,False,True,False
32,2025-01-22,Documentation,Opened,4.0,False,True,True
32,2024-12-27,Outreach,Opened,,False,False,False
32,2025-05-27,Proposal,Replied,,False,False,False
32,2024-11-23,Proposal,Replied,,False,True,False
32,2025-05-14,Pricing,Opened,105.0,True,True,False
32,2025-03-27,Outreach,Clicked,,False,True,True
33,2025-02-20,Contract,Opened,,False,True,False
33,2025-05-08,Proposal,Replied,,False,False,False
33,2025-01-03,Outreach,Replied,110.0,False,False,False
33,2024-12-14,Outreach,No Response,119.0,True,False,True
33,2025-02-01,Documentation,Replied,75.0,True,False,True
33,2025-01-10,Proposal,Opened,125.0,False,True,False
33,2025-02-14,Contract,Opened,64.0,True,False,False
33,2025-03-24,Contract,Clicked,69.0,True,True,False
33,2025-04-14,Outreach,Replied,8.0,False,False,True
33,2025-05-08,Contract,No Response,,False,True,False
33,2025-02-01,Pricing,Replied,144.0,False,False,True
34,2025-04-06,Follow-up,No Response,77.0,False,True,False
34,2025-06-26,Contract,No Response,96.0,False,True,True
34,2025-06-15,Documentation,Replied,,False,False,False
34,2025-05-31,Documentation,No Response,,True,True,False
34,2025-02-23,Follow-up,Replied,148.0,False,True,False
34,2025-02-14,Documentation,Clicked,,True,False,False
34,2025-02-14,Outreach,Opened,,True,False,True
34,2025-04-16,Pricing,No Response,,True,True,True
34,2025-07-30,Follow-up,Clicked,,True,True,True
34,2025-04-19,Contract,Replied,124.0,True,True,True
34,2025-02-01,Follow-up,Opened,63.0,True,True,False
35,2025-02-11,Documentation,No Response,31.0,False,False,False
35,2024-11-21,Follow-up,Replied,,True,False,True
35,2025-03-16,Outreach,Clicked,168.0,True,True,True
35,2025-02-03,Documentation,Replied,,True,False,False
35,2025-03-24,Proposal,No Response,,True,False,False
36,2024-09-26,Outreach,Replied,,True,False,True
36,2025-01-15,Proposal,Opened,,True,False,True
36,2024-12-17,Contract,No Response,,True,True,False
36,2024-12-26,Pricing,Clicked,,False,True,True
36,2025-02-03,Follow-up,Replied,,False,True,False
36,2025-02-04,Proposal,No Response,165.0,False,False,False
36,2025-01-22,Contract,Clicked,,True,False,False
36,2025-01-16,Pricing,No Response,11.0,True,True,True
36,2024-09-13,Contract,Opened,,False,False,True
36,2025-02-23,Follow-up,Opened,98.0,False,True,True
36,2025-01-23,Proposal,Opened,18.0,False,False,True
36,2024-10-03,Proposal,Opened,,False,True,True
36,2024-10-09,Proposal,No Response,,False,True,True
36,2025-02-25,Follow-up,No Response,22.0,True,True,True
36,2024-08-28,Follow-up,Opened,,False,True,False
36,2024-10-06,Contract,No Response,53.0,False,False,False
36,2025-01-25,Pricing,Clicked,112.0,False,False,True
36,2025-01-12,Outreach,Clicked,,True,True,False
37,2024-10-30,Pricing,Replied,57.0,False,False,False
37,2025-04-15,Proposal,Opened,73.0,True,True,False
37,2025-01-27,Pricing,Opened,149.0,False,False,True
37,2024-10-25,Proposal,No Response,,True,False,True
37,2024-11-21,Follow-up,Replied,60.0,False,True,True
37,2025-01-13,Outreach,No Response,141.0,False,True,False
37,2025-04-20,Outreach,Opened,127.0,True,False,False
37,2025-02-16,Proposal,Clicked,14.0,True,True,False
37,2025-04-09,Contract,Opened,,True,False,False
37,2025-04-13,Follow-up,No Response,,True,True,False
37,2024-11-16,Pricing,Replied,,True,False,False
37,2024-10-31,Follow-up,Clicked,150.0,True,True,False
38,2024-09-12,Contract,Clicked,19.0,True,True,False
38,2024-10-25,Proposal,Opened,,False,True,False
38,2024-10-12,Pricing,No Response,,True,True,True
38,2024-11-12,Pricing,Clicked,,False,True,False
38,2025-03-10,Proposal,Replied,,True,False,False
38,2025-03-06,Pricing,Opened,88.0,False,False,False
39,2024-09-12,Follow-up,Clicked,,True,True,False
39,2025-01-23,Follow-up,Opened,112.0,False,True,True
39,2024-11-26,Outreach,Replied,,False,False,True
39,2024-08-06,Proposal,No Response,,True,False,False
39,2024-11-12,Outreach,Clicked,97.0,True,False,True
39,2025-01-07,Proposal,Opened,,True,False,False
39,2024-12-20,Follow-up,Opened,,False,False,True
40,2024-09-24,Documentation,Replied,,False,False,True
40,2024-08-11,Documentation,Clicked,3.0,False,False,True
40,2024-07-08,Pricing,Replied,,False,True,False
40,2024-08-06,Proposal,Replied,31.0,False,False,False
40,2024-06-20,Documentation,No Response,112.0,True,False,True
40,2024-08-05,Documentation,Clicked,,True,True,False
40,2024-10-09,Pricing,Replied,112.0,True,False,False
40,2024-07-11,Documentation,Clicked,161.0,True,True,True
41,2024-10-03,Contract,Opened,129.0,False,False,True
41,2025-01-23,Contract,Clicked,66.0,False,True,False
41,2025-01-20,Contract,Opened,89.0,True,True,False
41,2024-10-02,Pricing,Opened,52.0,False,False,False
41,2024-09-22,Contract,No Response,,True,True,False
41,2025-02-06,Proposal,Replied,,False,False,False
41,2025-02-10,Outreach,Clicked,,True,False,True
41,2025-02-02,Outreach,Opened,80.0,False,True,False
41,2025-01-31,Outreach,Clicked,,True,True,True
41,2025-01-26,Pricing,No Response,135.0,True,False,False
41,2024-11-24,Proposal,Clicked,,True,False,True
41,2024-12-05,Follow-up,No Response,,True,True,False
42,2024-12-24,Outreach,Replied,92.0,False,True,False
42,2025-01-08,Follow-up,Clicked,104.0,True,False,False
42,2024-12-19,Proposal,Opened,104.0,False,True,False
42,2025-03-03,Follow-up,Clicked,,True,True,True
42,2025-01-08,Proposal,No Response,32.0,True,False,True
42,2025-03-18,Follow-up,Opened,131.0,False,False,False
42,2024-10-25,Documentation,Clicked,,True,False,False
42,2025-02-21,Pricing,Opened,18.0,False,False,False
42,2025-03-03,Documentation,No Response,,False,True,True
42,2025-03-27,Pricing,Opened,1.0,False,False,False
42,2024-12-14,Documentation,Clicked,,True,True,False
42,2025-01-27,Proposal,Opened,,False,False,False
42,2024-12-13,Follow-up,Clicked,53.0,False,False,False
42,2024-10-18,Proposal,Replied,30.0,False,False,False
42,2025-01-13,Follow-up,Clicked,,False,True,True
42,2025-03-12,Proposal,Clicked,52.0,True,True,True
42,2025-02-08,Pricing,Clicked,125.0,True,False,True
42,2024-12-04,Pricing,No Response,,True,False,False
43,2025-05-25,Contract,Opened,,False,False,False
43,2024-12-15,Follow-up,Replied,90.0,True,True,True
43,2025-02-14,Follow-up,Replied,,False,True,False
43,2024-12-02,Documentation,Opened,,True,True,True
43,2025-01-24,Follow-up,No Response,50.0,False,False,True
43,2025-03-27,Follow-up,No Response,,True,True,True
43,2025-04-04,Contract,Clicked,111.0,True,False,True
43,2025-05-23,Follow-up,Opened,,False,False,True
44,2024-11-14,Pricing,Clicked,,True,False,False
44,2024-11-16,Contract,No Response,,False,False,True
44,2024-09-08,Outreach,Replied,,False,False,True
44,2024-12-30,Documentation,Opened,118.0,False,True,False
44,2025-01-08,Documentation,Clicked,,False,False,True
44,2024-07-21,Proposal,Replied,104.0,True,False,False
44,2025-01-02,Proposal,No Response,,False,False,False
44,2024-09-18,Outreach,Replied,,True,False,True
44,2024-09-30,Documentation,No Response,146.0,True,True,True
44,2024-12-18,Pricing,Replied,154.0,True,True,False
44,2024-08-06,Contract,Replied,,True,True,True
44,2024-10-14,Pricing,Clicked,137.0,False,True,False
44,2024-08-24,Proposal,Replied,,True,True,True
44,2024-07-23,Outreach,Opened,,False,True,True
44,2024-09-24,Proposal,Opened,161.0,True,True,False
44,2024-08-14,Documentation,No Response,69.0,True,True,True
45,2024-06-10,Outreach,Clicked,150.0,False,True,False
45,2024-08-26,Documentation,Opened,,False,False,True
45,2024-06-30,Proposal,No Response,,False,False,True
45,2024-07-31,Documentation,Replied,,False,True,False
45,2024-06-09,Documentation,No Response,,True,False,True
45,2024-10-30,Outreach,No Response,114.0,False,False,True
45,2024-11-16,Proposal,Replied,161.0,True,True,True
45,2024-07-28,Documentation,Clicked,36.0,False,False,True
45,2024-06-20,Documentation,Replied,,False,False,True
45,2024-06-14,Proposal,No Response,68.0,True,False,False
45,2024-08-24,Contract,Clicked,,False,False,True
45,2024-07-01,Documentation,Opened,,True,True,True
45,2024-10-16,Contract,Opened,50.0,False,True,True
45,2024-09-21,Documentation,Clicked,,True,False,False
45,2024-06-07,Proposal,Opened,,False,False,False
45,2024-11-09,Proposal,Clicked,74.0,True,False,False
45,2024-10-03,Documentation,Clicked,,True,True,False
45,2024-06-07,Proposal,No Response,38.0,False,True,True
46,2024-12-15,Follow-up,Clicked,137.0,False,False,True
46,2024-07-04,Pricing,No Response,17.0,False,True,False
46,2024-11-26,Outreach,Clicked,,False,False,False
46,2024-09-21,Pricing,No Response,,True,True,True
46,2024-07-15,Contract,Clicked,,True,False,True
46,2024-07-21,Pricing,No Response,,False,False,True
46,2024-08-01,Outreach,Clicked,23.0,True,True,True
